Q3,Q4,Q5,Q6,Q7
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
